question_id,question,annotator1_answer,annotator2_answer,f1_score,jaccard_score,exact_match,token_overlap,bleu1,bleu2,bleu4,rouge1_fmeasure,rouge2_fmeasure,rougeL_fmeasure
12,"Does UMSI host student appreciation events like coffee breaks, free lunches, or ""de-stress"" weeks?","UMSI sponsors coffee breaks and stress-buster events, especially around midterms and finals.","During midterms and finals, UMSI offers coffee breaks and de-stress events to support students.",0.6153846153846153,0.4117647058823529,0,0.6666666666666666,0.5714285714285714,0.41931393468876726,0.1277566936460511,0.6428571428571429,0.30769230769230765,0.42857142857142855
13,Are there affordable on-campus or near-campus housing options that UMSI students commonly use?,Central campus dorms or off-campus apartments near Maynard or State Street are popular for BSI and MSI.,Students often live in central campus dorms or nearby apartments along State Street or Maynard.,0.5625,0.36363636363636365,0,0.5294117647058824,0.5251039914257685,0.3623561795561257,0.18949214849329615,0.5454545454545454,0.2580645161290323,0.42424242424242425
14,"Does UMSI facilitate meetups for diverse student identities, such as international students or student parents?",Various student identity groups meet up for lunches or events; UMSI fosters inclusive programming.,UMSI promotes inclusivity by hosting meetups for students of diverse identities and backgrounds.,0.14814814814814817,0.08,0,0.14285714285714285,0.14245555056035633,0.033154725059867975,0.01710885360491025,0.3703703703703704,0.0,0.14814814814814817
15,"How do students find part-time or on-campus jobs to help with living expenses, and which offices hire them?","Part-time or on-campus jobs can be found in the library system, labs, dining, or as departmental assistants.","Campus jobs are available in dining halls, libraries, labs, and as assistants within departments.",0.3870967741935484,0.25,0,0.35294117647058826,0.34590760585945257,0.046342219288289604,0.018043192373975014,0.48484848484848486,0.06451612903225808,0.4242424242424242
16,"Are there meal-plan-friendly dining options near UMSI buildings, or do most students bring lunch?","There are many on-campus dining halls, plus local restaurants. Some classes are near Panera or cozy coffee shops.","Students can eat at dining halls or nearby cafés, with classes often located near Panera and coffee spots.",0.3888888888888889,0.25,0,0.3888888888888889,0.3888888888888889,0.2138963159732493,0.03715770152515524,0.3684210526315789,0.1111111111111111,0.3157894736842105
17,Does UMSI coordinate any off-campus retreats or leadership workshops specifically for building class cohesion?,"Occasionally, UMSI organizes off-site leadership retreats or orientation experiences.","Occasionally, UMSI arranges leadership retreats or orientation trips for team building.",0.6,0.42857142857142855,0,0.6666666666666666,0.5454545454545454,0.4670993664969138,0.2790159393585827,0.5714285714285713,0.4210526315789474,0.5714285714285713
18,In what ways do faculty and staff try to maintain approachability and open communication with students?,"Faculty maintain open office hours, Q&A sessions, and encourage email/Canvas communication for a supportive environment.","Faculty are approachable, offering office hours, Q&A sessions, and communication via Canvas or email.",0.4827586206896552,0.3181818181818182,0,0.4666666666666667,0.4655313898520114,0.3651928678531349,0.26924333182417304,0.625,0.3333333333333333,0.5
19,Are there recommended strategies to achieve work-life balance while juggling heavy course loads at UMSI?,"Students should use time-management tools, exercise, and campus wellness resources to keep a balanced schedule.","To stay balanced, students are encouraged to use wellness tools, plan effectively, and take care of their health.",0.42424242424242425,0.28,0,0.4666666666666667,0.3888888888888889,0.047828670265295956,0.01757079221363004,0.411764705882353,0.0,0.23529411764705882
20,Are official transcripts requested via the UMSI Registrar or through the central U-M Registrar's Office?,"Official transcripts are requested via U-M's central Wolverine Access portal, not the UMSI registrar.","Transcripts must be requested through the main U-M Wolverine Access portal, not UMSI directly.",0.5714285714285714,0.4,0,0.5714285714285714,0.5714285714285714,0.36313651960128146,0.21142141714303078,0.6451612903225806,0.2758620689655172,0.5806451612903225
21,How does UMSI enforce the policy that all required courses must be completed with a grade of C- or better?,"A grade of C- or higher meets requirement; below that, you must retake or petition for an alternative.","Required courses must be passed with a C- or better; otherwise, students must retake them or file a petition.",0.37837837837837834,0.2222222222222222,0,0.3888888888888889,0.3684210526315789,0.20232565955562798,0.035025412310639735,0.43243243243243246,0.11428571428571428,0.37837837837837834
22,What is the typical timeframe for final grades to be posted each semester?,"Final grades usually post within a week or two after exams, unless the instructor extends deadlines.",Final grades are usually posted within a couple of weeks after exams unless instructors set extensions.,0.5,0.3333333333333333,0,0.5,0.5,0.36514837167011077,0.0925159978069645,0.6875,0.4000000000000001,0.6875
23,Are there data retention policies at UMSI regarding submission of course assignments?,UMSI or instructors typically keep assignment records for at least a term; you can ask if you need references.,Instructors or departments typically retain assignment records for at least one term—ask if you need access.,0.6285714285714286,0.4782608695652174,0,0.5789473684210527,0.5699575187490252,0.43474653726915113,0.27488915599519614,0.7222222222222222,0.411764705882353,0.6666666666666667
24,"Can students be dismissed from the program for failing to make adequate progress, and how is that determined?","Students who do not meet academic or professional standards risk dismissal, following a formal review process.",Students who don’t meet academic or professional expectations may be dismissed following a review process.,0.6451612903225806,0.47619047619047616,0,0.625,0.6236713233544118,0.500049517274596,0.23014755887081007,0.6875,0.4666666666666667,0.6875
25,How does the grievance process work if a student has a complaint about a faculty member's conduct?,"If you have a grievance about faculty conduct, you can file through the official UMSI or UM procedures.",Faculty conduct concerns can be addressed through UMSI or official university grievance channels.,0.5161290322580646,0.36363636363636365,0,0.4444444444444444,0.41889993742977566,0.2180024392315136,0.03761528317269151,0.5161290322580646,0.13793103448275862,0.3870967741935484
26,What resources exist if a student feels they've been discriminated against or harassed in a UMSI context?,OIE (Office for Institutional Equity) addresses discrimination or harassment; UMSI supports that process.,"The Office for Institutional Equity handles harassment or discrimination claims, with support from UMSI.",0.5925925925925927,0.42105263157894735,0,0.6153846153846154,0.5714285714285714,0.36313651960128146,0.21142141714303078,0.6666666666666666,0.24000000000000002,0.4444444444444445
27,"When does a student become subject to academic probation, and how can they return to good standing?",Probation occurs if you don't meet GPA or progression standards; you must create a plan with advisors.,Students placed on academic probation must meet with advisors to create a plan for regaining good standing.,0.47058823529411764,0.32,0,0.47058823529411764,0.47058823529411764,0.2970442628930023,0.0805111000764593,0.45714285714285713,0.1818181818181818,0.28571428571428575
28,"Does the school track professional behavior or ""professional integrity"" outside of academic coursework?","Non-academic misconduct, like violating professional codes on internship sites, can also trigger discipline.","Unprofessional behavior, such as issues during internships, can also lead to disciplinary action.",0.15384615384615385,0.08333333333333333,0,0.15384615384615385,0.15384615384615385,0.11322770341445958,0.03285702044797773,0.22222222222222224,0.08,0.22222222222222224
29,Are there any differences in policies for face-to-face instruction vs. short courses or half-semester courses?,"Short courses follow the same policy regarding contact hours, grading, and attendance.","Short courses must meet the same academic standards for grading, attendance, and contact hours.",0.6923076923076924,0.5294117647058824,0,0.75,0.6428571428571429,0.3851644432598217,0.05790013965447369,0.6923076923076924,0.24999999999999994,0.4615384615384615
30,How does withdrawal from one SI course impact the rest of a student's schedule or progression?,"Withdrawing from one course won't remove you from others, but watch for credit minimums if you're on financial aid.","Dropping one course doesn’t affect others, but students on financial aid should watch for credit minimums.",0.6285714285714286,0.4782608695652174,0,0.5789473684210527,0.5699575187490252,0.4695799295953461,0.22356412910333623,0.6315789473684211,0.38888888888888884,0.4736842105263158
31,Does UMSI require immunizations or other health documentation for MHI students working in clinical settings?,MHI students placed in clinical contexts may need immunizations or background checks.,MHI students in clinical roles may be required to submit immunization or background check documentation.,0.5185185185185186,0.35,0,0.5833333333333334,0.4666666666666667,0.3162277660168379,0.050317476265301385,0.6666666666666665,0.4,0.6666666666666665
32,What is the official procedure for requesting or implementing an academic adjustment for a documented disability?,Disability accommodations start with SSD certification; UMSI encourages early requests to coordinate seamlessly.,"To access disability accommodations, students should register with SSD early and coordinate with UMSI.",0.5925925925925927,0.4444444444444444,0,0.6153846153846154,0.5714285714285714,0.29649972666444047,0.05080057943038196,0.5925925925925927,0.16,0.4444444444444445
33,Can students petition for an exemption to the continuous enrollment requirement if personal circumstances arise?,"With valid reasons, you can request an exemption from continuous enrollment, but it's not automatic.","Students can request a break in enrollment for valid personal reasons, though approval isn’t guaranteed.",0.3333333333333333,0.2,0,0.3333333333333333,0.3333333333333333,0.15430334996209186,0.03514847831369806,0.3125,0.06666666666666667,0.1875
34,Are there special rules for how many pass/fail or S/U credits can count toward the 48 credits needed for the MSI?,"Typically only a limited number of pass/fail credits may apply toward the 48-credit MSI total, so confirm with an advisor.",MSI students can only count a limited number of pass/fail credits toward the 48-credit graduation requirement.,0.6111111111111112,0.44,0,0.55,0.5354255383615909,0.4411295198969004,0.3140517502733697,0.65,0.4736842105263158,0.6
35,"Can alumni still use the UMSI CDO services after they graduate, and if so, for how long?",CDO support for alumni typically extends at least a few months post-graduation; many resources remain open indefinitely.,"CDO offers career support to alumni for several months after graduation, with some resources remaining open longer.",0.4117647058823529,0.25925925925925924,0,0.4117647058823529,0.4117647058823529,0.05072996561958924,0.018710158230410626,0.5142857142857143,0.12121212121212122,0.45714285714285713
36,Does the school offer any continuing education or certificate programs for alumni seeking to upgrade their skills?,UMSI sometimes offers short certificates or executive education; new offerings may appear in partnership with other UM units.,"UMSI may offer short-format certificates or executive learning programs, often in partnership with other U-M units.",0.6470588235294118,0.4782608695652174,0,0.6111111111111112,0.6067166205269093,0.4998652330732845,0.3558672550051981,0.6666666666666666,0.35294117647058826,0.6111111111111112
37,"How do students typically showcase their Capstone, internship, or research projects to potential employers?",A culminating portfolio or capstone is often showcased at the end-of-year Exposition; employers attend to see student work.,"Students often present their capstone or portfolio work at UMSI's annual Exposition, which attracts employers.",0.4848484848484848,0.32,0,0.4444444444444444,0.43665640164159036,0.05053315916676757,0.018200261464571616,0.5,0.0,0.22222222222222224
38,Are there on-campus interviews (OCI) for major tech or consulting firms that regularly recruit UMSI students?,"Companies like Amazon, Google, Deloitte, and local tech firms do on-campus or virtual interviews with UMSI students.","Top companies like Amazon, Google, and Deloitte often recruit UMSI students through campus or virtual interviews.",0.6666666666666667,0.5,0,0.6470588235294118,0.6458464806842646,0.49263236618269796,0.24375427155462506,0.7058823529411765,0.43749999999999994,0.5294117647058824
39,Which resources help graduating students prepare for negotiations on compensation and benefits packages?,"The CDO runs negotiation workshops covering salary benchmarks, benefits, and equity considerations.","The CDO hosts negotiation workshops on compensation, benefits, and equity conversations.",0.6086956521739131,0.4375,0,0.5833333333333334,0.5810640921796215,0.4606821198071898,0.12520650587405682,0.6086956521739131,0.380952380952381,0.6086956521739131
40,Is there a formal dissertation defense or final public lecture for PhD students completing their degree?,"PhD graduates must do a final oral defense with a public presentation, after which they finalize their dissertation for library submission.",PhD students must deliver a public dissertation defense before final library submission.,0.5454545454545454,0.391304347826087,0,0.42857142857142855,0.354274914555761,0.17443290979697731,0.029470883434853476,0.5454545454545454,0.12903225806451613,0.4242424242424242
41,Do part-time or online MADS students have the same access to career coaching as full-time residential students?,"MADS students can reach out for 1:1 career help; although fewer on-site events exist, they can join virtual fairs.","MADS students can schedule 1:1 career coaching and participate in virtual career fairs, even if on-site events are fewer.",0.5263157894736842,0.38461538461538464,0,0.5263157894736842,0.5263157894736842,0.3419927840283847,0.08097785064266204,0.5714285714285714,0.3,0.42857142857142855
42,How do UMSI graduates typically transition from an internship or practicum to a full-time job offer?,Many interns receive full-time offers; building relationships during the internship is key to securing a return offer.,Many internships lead to full-time roles; building strong relationships during the internship is crucial.,0.5806451612903226,0.4090909090909091,0,0.5294117647058824,0.518861408789179,0.3589652870596755,0.24853582849586095,0.606060606060606,0.3225806451612903,0.5454545454545454
43,What strategies do alumni recommend for building a long-term career path in data science or UX design?,"Alumni stress continuing skill development, networking in professional groups, and seeking mentors early in one's career.","Alumni recommend continuous learning, professional networking, and finding mentors early in your career.",0.5517241379310345,0.4,0,0.5,0.48856778942643153,0.25425873892083295,0.07801513624322963,0.5999999999999999,0.14285714285714288,0.5333333333333333
44,"How do recruiters value the hands-on, engaged learning approach of the BSI, MSI, or MHI programs?","Employers value the hands-on, project-based approach that fosters practical problem-solving and real-world readiness.","Employers appreciate UMSI’s focus on real-world, project-based learning and collaboration.",0.34782608695652173,0.21052631578947367,0,0.3076923076923077,0.2963272882726872,0.04938788137878119,0.022111541438690575,0.4666666666666667,0.14285714285714288,0.33333333333333337
45,What percentage of MHI grads go directly into clinical informatics vs. other healthcare IT roles?,"MHI alumni are found in roles like clinical data analyst, EHR specialist, health IT consultant, or digital health product manager.","MHI graduates often go into fields like digital health, EHR systems, or clinical data analysis.",0.4571428571428572,0.3076923076923077,0,0.4,0.38215003230602096,0.19778143184696478,0.03368442940812834,0.4571428571428572,0.12121212121212122,0.2285714285714286
46,"If a student is seeking a role at an academic library or archive, does the MSI degree suffice or is a specialized track needed?",Library-leaning careers typically require LIS electives (like SI 647) within the MSI or a library certificate endorsement.,Students interested in libraries often take LIS-focused electives like SI 647 or pursue certificate endorsements.,0.37500000000000006,0.23076923076923078,0,0.35294117647058826,0.350069327617179,0.2562245117689867,0.1593432683867373,0.5294117647058824,0.25,0.5294117647058824
47,What professional licensures or certifications might complement a UMSI degree for certain career paths?,"Certifications in project management (PMP), data (e.g., AWS), or UX design can complement UMSI degrees, depending on career goals.","Certifications in areas like PMP, AWS, or UX can strengthen a UMSI degree based on your career interests.",0.5405405405405405,0.37037037037037035,0,0.5263157894736842,0.5255330382815364,0.2961913989057119,0.07562574664318593,0.5789473684210527,0.2222222222222222,0.5789473684210527
48,Does UMSI sponsor gatherings or networking events in major cities to connect alumni and recent graduates?,"Yes, the school occasionally organizes events in major cities like Chicago, NYC, SF, connecting alumni and new grads.","UMSI sometimes hosts networking events in major cities like San Francisco, New York, and Chicago.",0.4848484848484848,0.32,0,0.4444444444444444,0.43665640164159036,0.31959976066160395,0.22653245809351227,0.4848484848484848,0.2580645161290323,0.3636363636363636
49,"Once students have graduated, do they retain access to U-M email accounts, research tools, or computing services?","Graduates usually keep their UM email (uniqname@umich.edu) for a while post-graduation; some computing services expire, so confirm availability.",Graduates can usually keep their UM email for a while after leaving; check which services eventually expire.,0.6285714285714287,0.4583333333333333,0,0.6111111111111112,0.6100943872002131,0.4644519402913281,0.2923578077851693,0.5789473684210527,0.33333333333333326,0.5789473684210527
